Hours_Studied_Per_Week,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Parental_Involvement_High,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_High,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Motivation_Level_High,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_No,Internet_Access_Yes,Family_Income_High,Family_Income_Low,Family_Income_Medium,Teacher_Quality_High,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Private,School_Type_Public,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_No,Learning_Disabilities_Yes,Parental_Education_Level_College,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Far,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Female,Gender_Male,Score_Change
18,92,8,54,1,3,67,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,13
17,92,8,75,2,3,68,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,-7
16,78,6,83,0,3,64,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,-19
31,84,5,87,0,3,71,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,-16
22,84,6,92,0,5,69,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,-23
12,93,9,74,1,3,67,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,-7
26,77,4,70,2,3,65,False,True,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,-5
33,71,5,84,1,2,68,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,-16
26,71,6,51,1,3,67,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,16
11,81,6,82,3,4,67,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-15
17,78,7,70,2,3,66,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,-4
28,78,9,73,2,4,70,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,-3
16,64,5,65,3,4,65,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,0
23,89,7,56,4,4,69,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,13
25,69,7,70,1,4,65,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,-5
14,68,6,65,1,3,63,True,False,False,False,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,-2
20,77,5,98,2,2,67,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,-31
1,69,6,97,1,3,61,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,-36
14,83,6,82,0,2,65,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,-17
18,75,8,95,1,2,66,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,-29
13,78,8,88,0,3,66,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,-22
30,81,5,67,1,1,69,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,2
11,68,6,80,2,3,63,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,-17
17,66,6,61,1,6,65,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,True,4
21,95,10,84,0,4,67,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,-17
29,77,7,52,2,3,69,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,17
11,76,5,92,4,2,65,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,-27
27,61,6,79,1,3,65,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,-14
20,80,6,53,0,2,65,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,12
14,82,8,94,2,5,67,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,-27
21,88,7,93,4,3,72,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,-21
16,67,7,89,3,3,66,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,-23
20,70,7,84,2,4,65,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,-19
18,92,7,70,1,3,69,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,-1
21,98,4,57,2,2,68,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,11
24,65,7,64,1,1,64,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,0
30,80,6,67,3,4,69,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,2
13,69,5,68,0,1,59,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,-9
33,62,10,78,0,3,68,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,-10
8,73,7,60,0,3,60,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,0
19,66,7,59,1,3,62,False,False,True,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,3
24,88,6,86,0,3,67,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,-19
22,81,8,50,4,5,68,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,18
16,66,5,57,3,3,64,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,7
19,60,7,72,3,3,65,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,-7
17,92,6,57,2,2,65,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,8
16,67,8,98,0,3,63,True,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,-35
25,84,6,84,2,3,70,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,-14
22,73,9,72,3,3,66,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,-6
16,83,7,56,4,3,68,False,False,True,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,12
25,73,8,69,3,3,66,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,-3
22,63,8,83,3,1,63,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,-20
25,69,9,98,1,3,66,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,-32
24,68,6,74,1,3,65,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False,-9
15,77,8,85,1,2,66,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,-19
17,86,4,60,2,3,67,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,7
24,71,7,81,0,3,66,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,-15
24,60,6,62,4,3,63,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,1
20,81,5,60,3,4,66,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,6
21,84,6,75,1,3,67,False,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,-8
28,99,6,61,1,3,71,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,10
16,84,7,86,1,2,67,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,-19
23,79,6,97,1,4,69,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,-28
19,83,7,70,2,4,67,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,-3
19,97,6,66,2,2,72,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False,6
27,93,6,59,2,4,70,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,False,False,True,True,False,11
25,73,7,70,0,4,67,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,-3
25,69,7,78,0,3,64,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,-14
28,71,8,69,1,1,67,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,-2
20,80,8,81,3,4,69,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,-12
18,80,8,55,2,3,63,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,8
22,63,7,85,4,3,68,False,False,True,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,-17
19,89,7,95,0,3,70,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,-25
21,92,8,51,0,2,66,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,15
24,72,6,78,0,6,68,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,-10
15,87,4,80,0,3,67,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,-13
33,77,5,85,0,5,69,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,-16
14,96,9,69,0,3,66,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,-3
13,94,7,91,3,3,68,False,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-23
27,81,7,77,2,2,69,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,-8
25,88,7,70,1,3,70,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,0
24,95,8,86,1,3,74,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,-12
24,80,7,96,0,0,70,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,-26
20,73,7,91,1,2,66,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,-25
15,90,8,97,1,3,69,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,-28
20,69,6,63,0,3,64,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,1
16,76,8,56,1,1,62,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,6
26,95,7,77,0,3,70,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,-7
19,89,7,52,2,4,68,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,16
15,76,6,84,0,3,65,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,-19
18,69,7,62,3,3,65,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,3
22,74,6,73,3,4,71,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,-2
17,71,9,83,2,5,66,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-17
15,67,4,74,0,3,61,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,-13
21,90,8,62,2,5,67,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,5
21,70,4,94,0,2,65,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,-29
17,78,8,88,0,3,65,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,-23
17,75,6,80,1,5,65,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,-15
21,99,8,85,4,4,73,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,-12
11,76,7,71,1,2,62,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,-9
12,63,5,69,0,2,60,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,-9
16,64,9,58,1,3,61,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False,3
19,84,8,90,2,3,67,False,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,-23
22,84,8,69,3,4,70,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,1
29,77,6,85,1,1,69,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,-16
25,77,8,65,0,5,66,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,1
19,62,5,90,2,3,64,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,-26
20,81,4,55,1,2,68,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,13
14,80,5,81,1,4,67,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,False,-14
20,66,6,90,0,1,64,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False,-26
18,64,6,83,2,2,65,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,-18
22,65,6,85,2,3,66,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,-19
23,84,6,78,2,2,68,True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,-10
29,68,4,53,1,4,66,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,13
19,70,7,63,3,5,63,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,0
22,67,7,86,1,3,63,False,True,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,-23
24,98,6,97,1,4,74,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,-23
18,94,9,77,1,2,70,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,-7
21,69,7,86,2,3,68,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,-18
20,73,7,84,0,4,66,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,-18
21,68,8,100,0,4,63,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,-37
15,80,5,90,4,3,67,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,True,False,-23
20,61,7,81,1,3,62,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,-19
23,87,8,56,1,3,71,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,15
29,81,7,68,2,4,72,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,4
26,96,5,63,1,2,72,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,9
33,67,6,93,0,3,68,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,-25
15,92,7,72,1,5,66,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,-6
25,92,4,77,0,3,70,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,-7
21,65,5,98,2,4,66,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,-32
33,76,10,92,1,3,72,False,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,-20
15,67,8,89,0,4,64,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,-25
16,71,8,51,0,2,61,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,10
7,82,8,56,0,2,62,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,6
17,76,7,87,1,4,68,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,True,False,-19
15,98,8,71,1,3,68,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,-3
21,65,9,56,1,5,63,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,7
22,99,8,87,1,4,70,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,-17
31,69,7,60,1,3,68,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,8
26,91,7,79,1,5,72,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,-7
17,74,8,87,4,3,67,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,-20
15,66,6,80,1,1,61,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,-19
23,94,8,100,0,3,69,False,True,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,-31
12,72,6,72,2,2,61,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,-11
31,86,6,66,3,3,75,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,9
27,83,5,60,0,2,68,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,8
17,79,6,75,1,4,65,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-10
28,89,10,97,3,6,75,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,True,False,-22
19,64,6,99,1,3,64,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True,-35
27,87,8,77,1,4,70,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,-7
10,96,6,80,0,4,67,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,-13
16,62,7,79,2,3,63,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,True,-16
20,89,4,58,1,3,67,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,9
17,77,5,53,2,3,86,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,33
24,76,6,72,3,3,67,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,-5
14,65,5,59,1,4,63,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,4
19,80,7,94,0,3,66,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,-28
23,79,5,81,1,3,67,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,-14
24,91,7,52,0,4,69,False,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,17
